Edad;TipoTrabajo;NivelEducativo;AnnosEducacion;EstadoCivil;Ocupacion;Sexo;HorasSemanales;PaisOrigen;Ingresos
52;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
38;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Sales;Male;50;United-States;>50K.
39;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
33;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
52;Private;HS-grad;9;Divorced;Adm-clerical;Female;40;United-States;<=50K.
41;Private;HS-grad;9;Separated;Machine-op-inspct;Female;44;Cuba;<=50K.
37;Private;Some-college;10;Married-civ-spouse;Sales;Male;55;United-States;<=50K.
38;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;45;United-States;>50K.
27;Private;Some-college;10;Never-married;Exec-managerial;Female;40;United-States;<=50K.
38;Private;Masters;14;Never-married;Adm-clerical;Female;40;United-States;<=50K.
38;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;60;United-States;>50K.
49;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Tech-support;Male;30;United-States;>50K.
38;Private;Bachelors;13;Never-married;Sales;Male;45;?;>50K.
22;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;55;United-States;<=50K.
40;Federal-gov;Assoc-acdm;12;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
20;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
34;Federal-gov;Doctorate;16;Never-married;Prof-specialty;Female;99;United-States;<=50K.
24;Private;Masters;14;Never-married;Adm-clerical;Male;56;United-States;<=50K.
58;Federal-gov;Bachelors;13;Separated;Prof-specialty;Male;40;United-States;>50K.
24;Private;Some-college;10;Never-married;Adm-clerical;Female;40;United-States;<=50K.
43;Private;HS-grad;9;Never-married;Craft-repair;Male;45;United-States;<=50K.
38;Private;HS-grad;9;Never-married;Exec-managerial;Female;40;United-States;<=50K.
42;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
27;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
18;Private;10th;6;Never-married;Sales;Female;20;United-States;<=50K.
37;Private;HS-grad;9;Never-married;Craft-repair;Male;48;United-States;>50K.
48;Private;HS-grad;9;Divorced;Transport-moving;Male;65;United-States;<=50K.
40;Private;7th-8th;4;Separated;Other-service;Female;25;United-States;<=50K.
50;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;50;Japan;>50K.
57;Private;HS-grad;9;Separated;Sales;Female;35;United-States;<=50K.
36;Local-gov;Some-college;10;Married-civ-spouse;Protective-serv;Male;60;United-States;>50K.
41;Private;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;40;United-States;<=50K.
90;Private;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
66;Private;7th-8th;4;Widowed;Other-service;Female;10;United-States;<=50K.
34;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Female;12;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Craft-repair;Male;1;Vietnam;<=50K.
35;Private;HS-grad;9;Married-civ-spouse;Protective-serv;Male;55;United-States;<=50K.
32;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
33;Private;Bachelors;13;Never-married;Prof-specialty;Male;50;United-States;>50K.
32;Self-emp-inc;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
31;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
32;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Sales;Male;50;United-States;<=50K.
40;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
27;Self-emp-not-inc;HS-grad;9;Never-married;Protective-serv;Male;30;United-States;<=50K.
34;Local-gov;HS-grad;9;Never-married;Protective-serv;Male;40;United-States;<=50K.
35;Private;Assoc-voc;11;Married-civ-spouse;Other-service;Female;40;United-States;>50K.
29;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
41;Private;HS-grad;9;Separated;Other-service;Female;20;United-States;<=50K.
33;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Female;48;United-States;>50K.
22;?;HS-grad;9;Married-civ-spouse;?;Female;20;United-States;<=50K.
52;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
20;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
18;Local-gov;11th;7;Never-married;Protective-serv;Male;10;United-States;<=50K.
63;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;?;>50K.
49;Private;7th-8th;4;Divorced;Other-service;Female;35;United-States;<=50K.
58;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
23;Self-emp-not-inc;HS-grad;9;Divorced;Other-service;Female;50;United-States;<=50K.
59;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
49;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
23;Local-gov;Bachelors;13;Never-married;Prof-specialty;Female;15;United-States;<=50K.
17;?;10th;6;Never-married;?;Male;40;United-States;<=50K.
20;Private;11th;7;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
36;Private;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
64;Private;Some-college;10;Widowed;Exec-managerial;Female;3;United-States;<=50K.
34;Private;Some-college;10;Never-married;Exec-managerial;Female;40;United-States;<=50K.
63;Private;Assoc-acdm;12;Married-spouse-absent;Adm-clerical;Female;35;United-States;<=50K.
51;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
40;State-gov;Some-college;10;Divorced;Adm-clerical;Female;35;United-States;<=50K.
55;Private;9th;5;Married-civ-spouse;Craft-repair;Male;55;United-States;<=50K.
35;Private;HS-grad;9;Divorced;Craft-repair;Male;46;?;<=50K.
30;Private;Bachelors;13;Never-married;Machine-op-inspct;Male;25;United-States;<=50K.
47;?;Bachelors;13;Married-civ-spouse;?;Male;18;United-States;<=50K.
29;Private;10th;6;Never-married;Craft-repair;Male;40;?;<=50K.
17;?;11th;7;Never-married;?;Female;8;United-States;<=50K.
32;Self-emp-not-inc;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;45;United-States;>50K.
55;Private;Bachelors;13;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
47;Local-gov;Some-college;10;Divorced;Exec-managerial;Male;56;United-States;>50K.
50;Private;Bachelors;13;Divorced;Other-service;Male;40;United-States;<=50K.
42;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;45;United-States;>50K.
32;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Craft-repair;Male;55;United-States;>50K.
60;Private;Assoc-acdm;12;Married-civ-spouse;Sales;Male;30;United-States;<=50K.
53;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
58;Private;Bachelors;13;Widowed;Exec-managerial;Male;40;United-States;>50K.
45;Private;Bachelors;13;Never-married;Prof-specialty;Male;30;United-States;<=50K.
31;Private;HS-grad;9;Never-married;Exec-managerial;Male;40;United-States;<=50K.
32;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
37;Private;Some-college;10;Divorced;Other-service;Female;30;United-States;<=50K.
28;Private;Some-college;10;Never-married;Adm-clerical;Female;60;United-States;<=50K.
26;Private;12th;8;Never-married;Craft-repair;Male;40;Mexico;<=50K.
47;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;80;United-States;>50K.
34;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
42;Private;HS-grad;9;Divorced;Machine-op-inspct;Male;40;United-States;<=50K.
48;Private;Bachelors;13;Married-civ-spouse;Tech-support;Female;40;United-States;>50K.
32;Private;HS-grad;9;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
35;Private;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Female;42;United-States;>50K.
46;Local-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Female;52;United-States;>50K.
38;Private;Some-college;10;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
49;?;HS-grad;9;Married-spouse-absent;?;Male;70;United-States;<=50K.
35;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
61;?;HS-grad;9;Divorced;?;Male;40;United-States;<=50K.
45;Private;Assoc-acdm;12;Divorced;Adm-clerical;Male;35;United-States;<=50K.
31;Private;Bachelors;13;Never-married;Exec-managerial;Male;40;United-States;<=50K.
52;Self-emp-inc;Some-college;10;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
20;Private;Some-college;10;Never-married;Handlers-cleaners;Male;50;United-States;<=50K.
64;?;11th;7;Married-civ-spouse;?;Male;30;United-States;<=50K.
20;?;Some-college;10;Never-married;?;Male;40;United-States;<=50K.
24;Private;Masters;14;Never-married;Tech-support;Male;50;United-States;<=50K.
29;Private;Assoc-voc;11;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
23;Private;Bachelors;13;Never-married;Exec-managerial;Female;40;United-States;<=50K.
34;State-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
54;Private;Masters;14;Widowed;Adm-clerical;Female;38;United-States;<=50K.
21;Private;Some-college;10;Never-married;Other-service;Female;30;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Adm-clerical;Female;30;United-States;<=50K.
79;Private;7th-8th;4;Widowed;Priv-house-serv;Female;30;United-States;<=50K.
55;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
42;?;HS-grad;9;Married-spouse-absent;?;Male;35;United-States;<=50K.
60;Private;HS-grad;9;Divorced;Tech-support;Female;40;United-States;<=50K.
37;Private;Assoc-acdm;12;Divorced;Craft-repair;Male;40;United-States;<=50K.
47;Private;HS-grad;9;Divorced;Transport-moving;Male;40;United-States;<=50K.
20;State-gov;Some-college;10;Never-married;Adm-clerical;Male;40;United-States;<=50K.
53;Private;Bachelors;13;Never-married;Other-service;Male;40;Canada;<=50K.
34;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Female;40;United-States;<=50K.
43;Private;Some-college;10;Divorced;Prof-specialty;Female;40;United-States;<=50K.
24;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Transport-moving;Male;60;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Protective-serv;Male;40;United-States;<=50K.
29;Private;Assoc-voc;11;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
58;Private;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
55;?;Assoc-acdm;12;Married-civ-spouse;?;Male;40;United-States;>50K.
40;Private;Masters;14;Never-married;Adm-clerical;Female;40;United-States;<=50K.
43;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
25;State-gov;Masters;14;Never-married;Exec-managerial;Male;40;United-States;<=50K.
23;Local-gov;Bachelors;13;Never-married;Prof-specialty;Male;24;United-States;<=50K.
34;Self-emp-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
26;Private;Some-college;10;Separated;Sales;Female;35;United-States;<=50K.
60;Private;Doctorate;16;Never-married;Prof-specialty;Female;65;United-States;>50K.
39;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;50;United-States;>50K.
21;Private;HS-grad;9;Never-married;Other-service;Male;40;United-States;<=50K.
45;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;45;United-States;<=50K.
33;Private;Some-college;10;Never-married;Exec-managerial;Male;40;United-States;<=50K.
26;Private;Bachelors;13;Never-married;Exec-managerial;Male;70;United-States;>50K.
39;Private;Some-college;10;Divorced;Adm-clerical;Female;45;United-States;<=50K.
29;Private;Assoc-acdm;12;Never-married;Prof-specialty;Female;40;United-States;>50K.
29;?;Some-college;10;Never-married;?;Female;40;United-States;<=50K.
52;Private;11th;7;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
34;Private;Bachelors;13;Married-civ-spouse;Other-service;Male;30;United-States;>50K.
24;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;48;United-States;<=50K.
77;Self-emp-inc;Doctorate;16;Married-civ-spouse;Farming-fishing;Male;40;United-States;>50K.
34;Self-emp-not-inc;Masters;14;Married-civ-spouse;Farming-fishing;Male;60;United-States;<=50K.
53;Self-emp-not-inc;9th;5;Married-civ-spouse;Farming-fishing;Male;70;United-States;<=50K.
31;Private;HS-grad;9;Separated;Craft-repair;Male;40;United-States;<=50K.
58;Private;HS-grad;9;Divorced;Sales;Female;15;United-States;<=50K.
50;Self-emp-not-inc;Masters;14;Married-civ-spouse;Sales;Male;55;United-States;>50K.
32;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
57;Private;HS-grad;9;Divorced;Other-service;Female;40;United-States;<=50K.
32;Private;HS-grad;9;Never-married;Sales;Female;45;United-States;<=50K.
77;Private;9th;5;Married-civ-spouse;Priv-house-serv;Female;10;United-States;<=50K.
37;Self-emp-not-inc;Some-college;10;Never-married;Craft-repair;Male;40;United-States;<=50K.
51;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
33;Self-emp-not-inc;Assoc-acdm;12;Divorced;Sales;Male;60;United-States;<=50K.
53;Local-gov;HS-grad;9;Married-spouse-absent;Transport-moving;Female;35;United-States;<=50K.
32;Private;HS-grad;9;Divorced;Sales;Male;50;United-States;<=50K.
30;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
19;Private;Some-college;10;Never-married;Adm-clerical;Female;20;United-States;<=50K.
33;Private;Bachelors;13;Married-spouse-absent;Other-service;Female;24;United-States;<=50K.
31;Private;Assoc-voc;11;Never-married;Adm-clerical;Female;40;United-States;<=50K.
28;Private;Some-college;10;Never-married;Adm-clerical;Female;40;United-States;<=50K.
19;Private;12th;8;Never-married;Other-service;Female;20;United-States;<=50K.
27;Private;HS-grad;9;Married-civ-spouse;Sales;Male;60;United-States;<=50K.
21;Private;5th-6th;3;Married-civ-spouse;Handlers-cleaners;Male;40;Mexico;<=50K.
24;Private;Bachelors;13;Never-married;Prof-specialty;Female;40;United-States;<=50K.
46;Private;HS-grad;9;Divorced;Transport-moving;Male;54;United-States;<=50K.
31;Private;Bachelors;13;Never-married;Exec-managerial;Female;40;United-States;<=50K.
60;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;40;United-States;>50K.
21;Private;10th;6;Separated;Sales;Female;38;United-States;<=50K.
38;?;11th;7;Never-married;?;Female;32;United-States;<=50K.
31;Private;Assoc-voc;11;Divorced;Transport-moving;Male;40;United-States;<=50K.
26;Private;Bachelors;13;Married-civ-spouse;Sales;Male;40;United-States;>50K.
46;Private;HS-grad;9;Divorced;Priv-house-serv;Female;25;United-States;<=50K.
25;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
23;Local-gov;Some-college;10;Never-married;Adm-clerical;Male;30;United-States;<=50K.
53;Self-emp-inc;Masters;14;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
42;?;Masters;14;Married-civ-spouse;?;Female;48;United-States;>50K.
29;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
45;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
70;Private;Bachelors;13;Divorced;Adm-clerical;Male;40;United-States;<=50K.
55;Self-emp-inc;Bachelors;13;Married-civ-spouse;Sales;Male;60;United-States;>50K.
40;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
17;Private;10th;6;Never-married;Other-service;Male;30;United-States;<=50K.
18;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
34;Private;Masters;14;Never-married;Sales;Male;60;United-States;>50K.
41;Private;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
28;Private;Bachelors;13;Never-married;Adm-clerical;Male;40;United-States;<=50K.
23;State-gov;HS-grad;9;Never-married;Protective-serv;Male;40;United-States;<=50K.
32;Private;Some-college;10;Never-married;Exec-managerial;Male;40;United-States;<=50K.
56;Private;7th-8th;4;Married-civ-spouse;Machine-op-inspct;Male;48;United-States;<=50K.
36;Private;HS-grad;9;Divorced;Exec-managerial;Male;45;United-States;<=50K.
26;Private;HS-grad;9;Never-married;Adm-clerical;Male;50;United-States;<=50K.
62;Private;Bachelors;13;Widowed;Tech-support;Female;7;United-States;<=50K.
35;Private;Assoc-acdm;12;Divorced;Adm-clerical;Female;40;United-States;<=50K.
25;Local-gov;Bachelors;13;Never-married;Prof-specialty;Female;40;United-States;<=50K.
28;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;50;United-States;<=50K.
21;Private;Some-college;10;Never-married;Adm-clerical;Female;25;United-States;<=50K.
31;Private;10th;6;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
23;Private;Assoc-acdm;12;Never-married;Other-service;Male;25;Columbia;<=50K.
58;Self-emp-inc;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
55;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
54;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
33;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
28;Private;11th;7;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;>50K.
40;Private;11th;7;Married-civ-spouse;Machine-op-inspct;Male;30;United-States;<=50K.
33;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Sales;Male;80;United-States;>50K.
27;Private;Prof-school;15;Never-married;Prof-specialty;Male;10;India;<=50K.
55;Private;HS-grad;9;Divorced;Adm-clerical;Male;25;United-States;<=50K.
53;Private;HS-grad;9;Separated;Transport-moving;Male;45;United-States;<=50K.
23;Private;12th;8;Never-married;Transport-moving;Male;46;United-States;<=50K.
66;Private;HS-grad;9;Widowed;Craft-repair;Male;16;United-States;<=50K.
34;Self-emp-not-inc;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
39;Private;10th;6;Divorced;Transport-moving;Male;40;United-States;<=50K.
21;Private;Some-college;10;Never-married;Adm-clerical;Female;40;United-States;<=50K.
26;Private;Some-college;10;Married-spouse-absent;Adm-clerical;Female;35;United-States;<=50K.
21;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;Cuba;<=50K.
59;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
61;Private;10th;6;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
30;Private;Bachelors;13;Married-civ-spouse;Sales;Male;50;United-States;>50K.
22;Private;Assoc-voc;11;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
47;Private;HS-grad;9;Divorced;Machine-op-inspct;Female;30;United-States;<=50K.
50;Private;HS-grad;9;Divorced;Other-service;Male;40;United-States;<=50K.
67;Private;Bachelors;13;Divorced;Exec-managerial;Female;5;United-States;<=50K.
59;Local-gov;10th;6;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
35;Private;Assoc-acdm;12;Never-married;Other-service;Female;80;United-States;>50K.
